29,10
20.25,20
13.25,40
10.9230769230769,65
8.9,100
8.8,125
8.125,160
7.5,200
7.41666666666667,240
7.12280701754386,285
6.48571428571429,350
6.09756097560976,410
5.83333333333333,480
5.44642857142857,560
5.16129032258065,620
5.07352941176471,680
5.06578947368421,760
5,820
4.83333333333333,900
4.64646464646465,990
4.61904761904762,1050
4.43478260869565,1150
4.41666666666667,1200
4.26923076923077,1300
4.07142857142857,1400
3.96666666666667,1500
3.93548387096774,1550
3.75757575757576,1650
3.70588235294118,1700
3.62068965517241,1740
3.57954545454545,1760
3.52272727272727,1760
3.54285714285714,1750
3.59550561797753,1780
3.42857142857143,2100
3.62694300518135,1930
3.5,2100
3.42222222222222,2250
3.42672413793103,2320
3.36134453781513,2380
3.375,2400
3.30645161290323,2480
3.29317269076305,2490
3.28,2500
3.28,2500
3.24,2500
3.224,2500
3.2,2500
3.2,2500
3.24489795918367,2450
3.27083333333333,2400
3.29787234042553,2350
3.32608695652174,2300
3.38565022421525,2230
3.51415094339623,2120
3.5609756097561,2050
3.76315789473684,1900
4.02857142857143,1750
4.53947368421053,1520
5.07518796992481,1330
6.04545454545455,1100
7.55813953488372,860
9.84615384615385,650
13.8888888888889,450
20.3333333333333,300
28.0952380952381,210
42.5925925925926,135
69.375,80
108,50
175,30
340,15
495,10
